"X","Title","Company","Location","Date","Scrape.Date","Summary","Salary","Url"
"31",30,"Data Analist Customer Service","Bol.com","Utrecht","8 dagen geleden","2021-03-05","Als data analist gebruik je jouw data mining expertise om ons veranderprogramma vorm te geven, te analyseren, te evalueren en te verbeteren.","€3.100 - €4.200 per maand","https://nl.indeed.com/rc/clk?jk=01a0671e66695deb&fccid=38c84708b80970a7&vjs=3"
"32",31,"Data Analyst","USP Marketing Consultancy","Rotterdam","Meer dan 30 dagen geleden","2021-03-05","DATA - RESEARCH ANALYST | Rotterdam | 40 uur per week | €2222 - € 3478.
USP zoekt GEEN schaap met 5 poten!
Wat verwachten we van jou?.","€2.222 per maand","https://nl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CraaXEUtviYOfTEBZGldda6AP5YAjOpzXzny0t_gVC2_AYC7pOp1UwSjICQtGzsdZDk2mSGThGeHPGAhAGH6rI5V-1mAtFqyrk6pWtIlU2ZYeAGWktAv8hczYtnn3HlMfFH-ccRadjlli9zqCljB0FsiyfrnJdc5fvJXdkXRozuPWe1rhtkY2aXnP8OL9y6l9mnN5lcZc3pj3uMAxJQ6_XS3QGun-_H7I4isxpvSwFpsuyOmCMqgJLjjjwuCzMJyPeORGdacx_mD8W-kavz_BZQMa_qHhzNsJLrdoPtwmqiGJjgpt4IQDaJg-nJgvMsaFOpg_R_9CxVNZwldbOykdWVALlGMDf1l_lg6FzhTPX6kQA8QmHtPvnPXuox9T8sFtVeP-kJ10aFGp2hZntFZr9Nk7BkRyltbaYbxWJisMQqgCPcIgiuE55nh2yqLEGsVFnDRUX6pR2cA==&p=1&fvj=1&vjs=3"
"33",32,"Data Analist","IPG Mediabrands","Nederland","27 dagen geleden","2021-03-05","Als Data Analist ben je verantwoordelijk voor het overzichtelijk maken van immense hoeveelheid data.
Je bent nauwkeurig, creatief en gaat geen data-uitdaging…","","https://nl.indeed.com/rc/clk?jk=9760b7a59ebdce54&fccid=bcc67c9d86a19ca1&vjs=3"
"34",33,"Junior data analist vermogensbeheer","De Werkstudent","Utrecht","13 dagen geleden","2021-03-05","Zoekkenmerken Vacature Junior data analist Vermogensbeheer.
Onze ideale 'Junior data analist Vermogensbeheer'.
Utrecht MBA / WO student bewaar vacature.","€14 per uur","https://nl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CxAV0cA5VsoRmsA4FQK4hLlEj2aYb-Ffbbw2t5Cjw-B3OPu2BniKV17mOlmdDhkX7qTIMzgCWy-VadQ4_7LeF7JrQBfQI6f5yjFtdkGqvUcvgoZwB2SC2mZkf6-xyI4NW1FrpA1_9vqd6CTfK5Ri4l3p-Ylfl2noC00zQh3yBgJPCydMaBvcO9sFewoF-d3I78gD0yebX1sDBz7yZ-7XK_dyo2wz_NREi65aXqZ01p0B47M6fSW4vw_ogyG8QUqArcFqeqrJGHpgZ6jVL_jhtqxpI8NOXly0AvabMtCFDqizz06K6mh0vesNDveu_4HMq2ErJao1DLinBE1GEkSontyrOmjoodWmXvqw4K5BoO9ncW-D7J4o5hCuf0coEz5X2QYjmyv3K7YAmEjvPc_Ze47ttsIQeqaR0Kkx-EpQN2CIczd7H7YXR3hr79mpn_v5iVLyc-YeDblpC8Wi-rDLmuHKD8dAb7AgeZQFqahXkrheiF3ovrXpjCtOMQ5p-obeR44RcHWj9zrcF5RRO7lwnovZA8uP_mdBRf7CEGfZJVbg2V9YJfacb1CPKnpmx-cl2h8-kHNxyU1dlCFlM0SzUJKWGHsQ6zR6-pJOfdgD9oUfpJh-4N2X9padekeAY1M8l1o1BU96IiPfzJK1xSfw4-NfUQ_IvOSkoWadtsSaxe3w2Evt9MeFEHNkSXTQQ2DRjOrC0hFjZbneZjdAztPLzCdDUWm3mPGuewG94Lz_D1i03lDWT7f6my9gv-zNgDKoc=&p=3&fvj=0&vjs=3"
"35",34,"Data Analist","Exact personeelsintermediair","Den Haag","7 dagen geleden","2021-03-05","De Data analist stelt de exacte wensen van de organisatie en ziekenhuizen vast op het gebied van data.
Je bent sterk in zowel data analyse als functionele…","€3.200 - €4.000 per maand","https://nl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DB0Ek-WWRY1C7GzilxVvrTwEfBUMzggtobeoG-tyfAfAzGSz7-umD45Jg_QdRO1QUilscPo85Ctc0bXNBRLa38D9ISYgOid4ToPKdfeVUOp1fhVtnUYmvZQ8EgTYsrW3z6ya0cphA3WdoZRtHrAJZM577FeI0PCk4JbCOUmLBBkrosIcUTqJW0MpPJ9ypeftHvTU3Ixr-Y0uDft-pvtsW18a0OEVDTfQnqnJbfD-bD7Oh_Md8i8eVjSSrkdtPfsAvBFVg7bzj3DOClks2E_Y33AbUQo35GuHf6vOKXQSZT-lxeCCX9370LuklfKFAIgqk46jd3L64tpEC8r6Irh7Wu0OJsgIZXFZv_224AgsMtJWivvW7H63Jm-un7CGas4e-lZQ2SBSPNAwtyycyEF3Au4Ke8aVrnxb463zZteAOjqsr0lEl0gZWV9IrlG5NrFHgrTFkqX0W4sevrU_dXANV2stWplExwtpZzPD_SPUEIT7U-qZnI3EoAiE8-pleKpUL9o4tXHfwrOBXUvnVN-dpwuYDo8E3UdtkbRxBbj9nyN_h7RwadzeDjJcAm8lW-XNhsVU6Z8vzILg==&p=4&fvj=0&vjs=3"
"36",35,"Data Analist","Rabobank","Utrecht","27 dagen geleden","2021-03-05","Kunnen toepassen van de eisen rondom data privacy;
Ervaring met het omzetten van data requirements naar factbased en actionable inzichten;","€3.720 - €5.300 per maand","https://nl.indeed.com/rc/clk?jk=d26d17251519b8aa&fccid=db0b8cca1616eafb&vjs=3"
"37",36,"Data analist | Zwolle","Teleperformance Benelux","Zwolle","13 dagen geleden","2021-03-05","Spotter, opgraver én duider van data-pareltjes.
Omdat je gelooft in de voorspellende kracht van data en dat geloof uitstraalt.
Liefst met een gouden randje.","","https://nl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CnUmFDJx9Oif53EHg4peBlrsbvJFgQ4TDd1rAdS1A9_LKioEsQjmuA348M7TUgEo3ikT7oY_eWjwrLNqLMEoZ0v_GbF4MQTT_F3w00BQ27RlozKR4emVcG4RvjH1bukq3CnAQDDKkP99gN8diCCwh45Z219xwc18c-wYt60jdhbMQx5yzkDYWt1x7y4NoHmO19EzJI0eQirzQYPTYvvXpimv9TnAZ4VM6dy0yzk9JR-i5M_ibCthQ1Wwzuy1wIVgXOabh-YnLnS2Pu7BCpY-xplfuNI5aR0_V3I4_whuSoCoh5LCU5eIaOzgeE6yFP5prCjzrSl-Y0Edqn5ADuAkFNf0s3avMaXlXqmC6ytGPJhIGDYynqtsiSSizBt4N3oovGAAGG7kDOQKvSUYlMxYtw0cTjGdBQoAJHYl_63sgXmXSCD0dKSLpetTinI0P0apDh4Rgzqr6hjbca2A-ymv8STA5q0bzkDrqDzV8t_6-BGGif_ODlW4-4yEDwQpHw77bvkCKH1FpeQkLBITDp5NbL4vkFoMLCLdMmNINKJeiGmiCJAPuI4rFouGje7vzd-eqgZqL8r_gRS2ReXxqR503C1dG9i7bz1x-wtMzQKD3HFAhtEeQTtoR0Up2UqlSQ8ckeM-clN-7RAB25Cpddp3diMZv1EsIXTh66_BjScWRfjIKWQpHCGv9N-aoFgdlzXvc2tOGMkviNXzE7rOwP8yqCYp_wkf4PLwQ0g9t-9bygqw==&p=6&fvj=0&vjs=3"
"38",37,"Data Analist","America Today","Diemen","2 dagen geleden","2021-03-05","De business helpen bij het oplossen van complexe vraagstukken door middel van data analyse en data modellering;
Dan verwelkomen wij jou graag in ons team!","","https://nl.indeed.com/rc/clk?jk=485e76375d11d6a0&fccid=8e01be40635ef088&vjs=3"
"39",38,"Adviseur (data-analist)","Ministerie van Defensie, Defensie Ondersteuningsco...","Utrecht","15 dagen geleden","2021-03-05","Je hebt kennis en ervaring op het gebied van data.
Hier ondersteun je bij het werken met en toepassen van data.
Het belangrijkste kapitaal van Defensie?","","https://nl.indeed.com/rc/clk?jk=3e801927b789228a&fccid=ac26b5f43d10107a&vjs=3"
"40",39,"Data Analist","Telegraaf Media Groep","Nederland","Meer dan 30 dagen geleden","2021-03-05","Als data analist waan jij je bij ons in een data jungle.
Ervaring in verzamelen en analyseren van (consumenten)data.
Ons verhaal, in het kort.","","https://nl.indeed.com/rc/clk?jk=9e7363bfa414ca82&fccid=de4d4c9c817bb2dc&vjs=3"
"41",40,"Data-analist","Provincie Utrecht","Utrecht","15 dagen geleden","2021-03-05","Als data-analist voer je binnen een aandachtsgebied de regie op de data ontwikkeling en data analyses.
Minimaal 2 jaar aantoonbare werkervaring als data-analist…","€3.506 - €5.009 per maand","https://nl.indeed.com/rc/clk?jk=eb140ac4bda73c91&fccid=2598e04099dbe094&vjs=3"
"42",41,"Data-analist","Bieze Food Group","Nijkerk","10 dagen geleden","2021-03-05","Als onze Data-analist ben je verantwoordelijk voor de analysefase.
Bovenal haal je vanuit je data-analyses nieuwe kansen en denkrichtingen naar boven.","","https://nl.indeed.com/rc/clk?jk=b97549c7014e0158&fccid=ab97d0c62af22fdc&vjs=3"
"43",42,"Junior Commercial Analist","Bol.com","Utrecht","16 dagen geleden","2021-03-05","Bovendien zijn we de aanjagers van data gedreven werken.
Als Junior Excellence Specialist werk je in een informeel, data-gedreven team.
En dat blijven we doen.","€2.800 - €3.250 per maand","https://nl.indeed.com/rc/clk?jk=f81b3d3e9f5a2a63&fccid=38c84708b80970a7&vjs=3"
"44",43,"Informatiemanager / Business Analist","Fontys","Eindhoven","24 dagen geleden","2021-03-05","Als informatiemanager / business analist voor de diensten Financiën en P&O zijn je werkzaamheden divers:
Ben jij de informatiemanager / business analist die de…","€4.445 - €5.717 per maand","https://nl.indeed.com/rc/clk?jk=07b0178cd8c65029&fccid=70f6bf3f682bfcbe&vjs=3"
"45",44,"Data analist","CGI Inc","Utrecht","1 dag geleden","2021-03-05","Je ontwerpt en bouwt data pipelines, data streams, reporting tools, dashboards, data API’s, data generators en allerlei andere informatieportals en tools.","","https://nl.indeed.com/rc/clk?jk=aafbd8e1d7dc93a0&fccid=d2841a5c0380b93d&vjs=3"
"46",45,"Data analist","Searchresult","Den Bosch","28 dagen geleden","2021-03-05","Als data analist (analytics specialist) ben je onderdeel van het overkoepelend data team van Searchresult, bestaande uit data engineers, data scientists en data…","€2.400 - €3.500 per maand","https://nl.indeed.com/rc/clk?jk=b18653218d6bb2e6&fccid=91c8ef5b9a4f016f&vjs=3"
"47",46,"Helpdeskmedewerker ICT/ data-analist","Eljakim IT bv","Utrecht","Meer dan 30 dagen geleden","2021-03-05","Ben je analytisch sterk, leergierig en technisch onderlegd én heb je affiniteit met ICT?
Eljakim IT bv is per direct op zoek naar een helpdesk medewerker (m/v).…","","https://nl.indeed.com/company/Eljakim-IT/jobs/Helpdeskmedewerker-Ict-52debe4f9f9d522d?fccid=48bcd8c3d17c7759&vjs=3"
"48",47,"Stagiair(e) data-analist / marktonderzoeker (40 uur per week)","BouwKennis","Werk van thuis","Meer dan 30 dagen geleden","2021-03-05","Tijdens deze stage ga jij een gemiddelde nieuwbouwwoning in data reconstrueren.
En, vooral belangrijk, hoe transformeer je de plattegronden tot bruikbare data?","","https://nl.indeed.com/rc/clk?jk=08ca0498190f2269&fccid=a8eff02f7b97406b&vjs=3"
"49",48,"Intern Data Quality Analyst","NavInfo Europe BV","Eindhoven","Meer dan 30 dagen geleden","2021-03-05","As a data quality analyst intern, you will be making and adapting scripts for automated data analysis and data visualization related to the Quality Assessments…","","https://nl.indeed.com/rc/clk?jk=212e5bfc944eddc8&fccid=c8d999cd0267678c&vjs=3"
"50",49,"Data Analist","Euroradar","Hardinxveld-Giessendam","9 dagen geleden","2021-03-05","Ter ondersteuning van het team grondradardetectie zijn we op zoek naar een grondradar operator/ data analist.
De verhouding tussen buiten- en binnenwerk ligt op…","","https://nl.indeed.com/rc/clk?jk=b768df06f7e13da9&fccid=c331aa08fb6ce5d5&vjs=3"
"51",50,"Informatie Analist","QUALIFIED4U ICT GROUP B.V.","Den Haag","2 dagen geleden","2021-03-05","Je bent in staat data op een eenvoudige wijze te visualiseren.
Als informatie analist werk je op het snijvlak tussen de business en het datawarehouse team.","","https://nl.indeed.com/company/Qualified4U-ICT-Group-BV/jobs/Informatie-Analist-55b9c99f809e994f?fccid=0d8d318565ccf7ad&vjs=3"
"52",51,"Data Analyst","USP Marketing Consultancy","Rotterdam","Meer dan 30 dagen geleden","2021-03-05","DATA - RESEARCH ANALYST | Rotterdam | 40 uur per week | €2222 - € 3478.
USP zoekt GEEN schaap met 5 poten!
Wat verwachten we van jou?.","€2.222 per maand","https://nl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CraaXEUtviYOfTEBZGldda6AP5YAjOpzXzny0t_gVC2_AYC7pOp1UwSjICQtGzsdZDk2mSGThGeHPGAhAGH6rI5V-1mAtFqyrk6pWtIlU2ZYeAGWktAv8hczYtnn3HlMfFH-ccRadjlli9zqCljB0FsiyfrnJdc5fvJXdkXRozuPWe1rhtkY2acW3Ze773xwb1uwM-ll5K4x5dFucGlLhD_y88KMWE9A1OZPcjdThD-R-965cYRul04cSAHaAdVDIzbWEsHTwhcOcAs7hcyQACGgHNeOW4eSSoqPGNYwYwE6O1nSlSGC4z6KeXl0sOEPxw-jmwDudyit0JDVzX7JiszEiTAORHpWCKzGVh9cX3PkBqM5oNJC5mtITU9AU58pbz41SMQMIKzjCtfTGR0D4m06n95TaQsV8re1PdxNn_rz9z7FNBJET4ED0cWgwMYz60YIduNU_f2Q==&p=6&fvj=1&vjs=3"
"53",52,"Data Analist","America Today","Diemen","2 dagen geleden","2021-03-05","De business helpen bij het oplossen van complexe vraagstukken door middel van data analyse en data modellering;
Dan verwelkomen wij jou graag in ons team!","","https://nl.indeed.com/rc/clk?jk=485e76375d11d6a0&fccid=8e01be40635ef088&vjs=3"
"54",53,"Data Analist","Telegraaf Media Groep","Nederland","Meer dan 30 dagen geleden","2021-03-05","Als data analist waan jij je bij ons in een data jungle.
Ervaring in verzamelen en analyseren van (consumenten)data.
Ons verhaal, in het kort.","","https://nl.indeed.com/rc/clk?jk=9e7363bfa414ca82&fccid=de4d4c9c817bb2dc&vjs=3"
"55",54,"Data Analist","VolkerRail","Nederland","Meer dan 30 dagen geleden","2021-03-05","Jij beschikt over een hbo of wo werkniveau en hebt minimaal 2 jaar werkervaring als data analist.
Je vertaalt data naar informatie door middel van ETL;","€2.600 - €4.500 per maand","https://nl.indeed.com/rc/clk?jk=b9aad08a31f4651a&fccid=9743a086f509915b&vjs=3"
"56",55,"Data Analyst / Scientist","VDL ETG Technology & Development","Eindhoven","1 dag geleden","2021-03-05","At least 3 years of experience in complex data analysis/ data science.
Data analysis / science is used to find and combine structured and unstructured data and…","","https://nl.indeed.com/rc/clk?jk=4625b8d10eb687b3&fccid=111e7afefa6d6607&vjs=3"
"57",56,"Vastgoed Data Analist","Maandag","Arnhem","8 dagen geleden","2021-03-05","Ondersteunen van verbeteringen opslag van documenten / data.
Voor een woningcorporatie in de provincie Gelderland zijn wij op zoek naar een Vastgoed Data…","","https://nl.indeed.com/rc/clk?jk=c014d525e4604c6d&fccid=cdff388ef583e11a&vjs=3"
"58",57,"Lead Data Analist","Ahold Dellhaize","Zaandam","16 dagen geleden","2021-03-05","Een Food&Tech bedrijf met grote ambities om met data-gedreven oplossingen onze klanten nog beter van dienst te zijn.
Bij Albert Heijn willen we groeien.","€6.250 per maand","https://nl.indeed.com/rc/clk?jk=e7821ceb682f37ba&fccid=237b07f71d39adc8&vjs=3"
"59",58,"Big Data Analist | Creditmanagement | 2/3 maanden","AnalysePeople","Rotterdam","Meer dan 30 dagen geleden","2021-03-05","Voor een klant van mij in Rotterdam ben ik per direct op zoek naar een ervaren (Big) data analist.
Interim Big Data Analist | Creditmanagement | 2/3 maanden.","","https://nl.indeed.com/rc/clk?jk=3fdb713d29cf6c09&fccid=22de309f628e7de0&vjs=3"
"60",59,"Data analist","YoungCapital","Bleiswijk","14 dagen geleden","2021-03-05","Solliciteer direct voor fulltime data analist voor HelloFresh in Bleiswijk!
Solliciteer direct voor een functie als fulltime data analist voor HelloFresh in…","€11 - €15 per uur","https://nl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bg_L2H-lAoJFNSE4bMvzrpZaP2mwQX2r5dcZkSbbmrISPNljAUciYF2pWQ_jhLfCz0W0Qk7x7-f_KyVTjs2k60VS2V2nKxaGFQdU3ywTQeKxK_eCsxgHN0OvJqV1bUPeFEugFMUBxEG46owh9wbhixa48y-sYFHco482ezDSrPRrqV6ePiwFaDsj3nmqUCYnsvJQ9CJUvtfjCBV88vdeDmB2dw1rADrTlnHE3oK1JBas7DXX6VHIz0L9AR-NqLZLK9UcMCGb13imRrw5nRzmbyvZLeP6uycyOgHnfIiOjhKIMc7sWbKlmu60I0Wi2UWnu_qiFfm8yK6LtX68jjtt-Qwc1wVYKvsTYlXYxzIc7vYLWm_jhwX9UtSuvfHWy21wCSqOEz1Z3tks6rCkijsraXsmJaprvCIzrLwtNuiluuQKnAv8nUiY952oFiiPpMw-IgYLzo3DhZO2bhK9Ro_8ARH1oNjhDdJiRUUUIJfVPW7WNypPUXmWatq3H3BdS7OeD0pavtu61mMOitwU1mwTVbY0Zr1SWwDQVoqcp7vWUcpRyTHiFekl3Rq1Zf6Ri1zPGbPi6b7Un80aTLLjzK75OCia9LLGhVdBQwGgPDxuFcQ7AHLHqnSnbFcHn5i1X87OhmcY0F6rZ1ebbfPazzPQwEzzvkNT2Zcuqm4Rb6ulBChU4ZtgDxDqoL0pm27m4r0u0T9zBFfXD5K0LEW9lyOHSjqRfHi5ueqxucb99WdCgdCq-JzQj6OACuuKqLPa598kQqTy_uelloophcAmdJ4pqYM8wQjfuyqLxqaElGImCD8eeVTr81PsKy7OpDBLYM8h0hDd3j2dXYDRXJmuEMEyablP5aup_U-JyarkPxDacL-N5_sUITKSxH&p=14&fvj=0&vjs=3"
"61",60,"Business Analist in de Agri & Food business","VAA DATA WORKS","Rosmalen","Meer dan 30 dagen geleden","2021-03-05","Dan ben je voor ons de perfecte business analist.
Je bent een ervaren business analist die samen wil werken met gedreven en gepassioneerde collega’s.","","https://nl.indeed.com/rc/clk?jk=f7006c1b98cb3f58&fccid=b47fd3d45722f66c&vjs=3"
"62",61,"Data Analyst / Scientist","VDL ETG Technology & Development","Eindhoven","1 dag geleden","2021-03-05","At least 3 years of experience in complex data analysis/ data science.
Data analysis / science is used to find and combine structured and unstructured data and…","","https://nl.indeed.com/rc/clk?jk=4625b8d10eb687b3&fccid=111e7afefa6d6607&vjs=3"
"63",62,"Meewerkstage Operations Data Analist (AI)","Eneco","Nederland","Meer dan 30 dagen geleden","2021-03-05","In jouw rol als stagiair operations data-analyst ga je onderzoeken hoe binnen IT Operations AI gebruikt kan gaan worden.
Je hebt affiniteit met (big)data;","","https://nl.indeed.com/rc/clk?jk=f7fef46a3814210b&fccid=0f752a0010ef00e0&vjs=3"
"64",63,"Intern Data Quality Analyst","NavInfo Europe BV","Eindhoven","Meer dan 30 dagen geleden","2021-03-05","As a data quality analyst intern, you will be making and adapting scripts for automated data analysis and data visualization related to the Quality Assessments…","","https://nl.indeed.com/rc/clk?jk=212e5bfc944eddc8&fccid=c8d999cd0267678c&vjs=3"
"65",64,"Business Analist Inkoop Innovatie","Bol.com","Utrecht","Vandaag","2021-03-05","Een revolutionair speelveld, want we werken predictive waar mogelijk en forecastmodellen die onze data scientists ontwikkelen vormen de basis van veel van onze…","€3.600 - €5.150 per maand","https://nl.indeed.com/rc/clk?jk=10d7ed2d36f5870e&fccid=38c84708b80970a7&vjs=3"
"66",65,"Data Analist - SOC Medewerker","True ICT","Utrecht","7 dagen geleden","2021-03-05","Hands-on / analytisch / flexibele data-analist / databaseontwerper met minimaal 5 jaar ervaring in complexe IT-omgevingen;
Verwachte startdatum: 8-3-2021.","","https://nl.indeed.com/company/True--ICT/jobs/Data-Analist-896f7d61ef151591?fccid=8934b4c086adbe50&vjs=3"
"67",66,"Informatie Analist","QUALIFIED4U ICT GROUP B.V.","Den Haag","2 dagen geleden","2021-03-05","Je bent in staat data op een eenvoudige wijze te visualiseren.
Als informatie analist werk je op het snijvlak tussen de business en het datawarehouse team.","","https://nl.indeed.com/company/Qualified4U-ICT-Group-BV/jobs/Informatie-Analist-55b9c99f809e994f?fccid=0d8d318565ccf7ad&vjs=3"
"68",67,"Data analist | Zwolle","Teleperformance Benelux","Zwolle","13 dagen geleden","2021-03-05","Spotter, opgraver én duider van data-pareltjes.
Omdat je gelooft in de voorspellende kracht van data en dat geloof uitstraalt.
Liefst met een gouden randje.","","https://nl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CnUmFDJx9Oif53EHg4peBlrsbvJFgQ4TDd1rAdS1A9_LKioEsQjmuA348M7TUgEo3ikT7oY_eWjwrLNqLMEoZ0v_GbF4MQTT_F3w00BQ27RlozKR4emVcG4RvjH1bukq3CnAQDDKkP99gN8diCCwh45Z219xwc18c-wYt60jdhbMQx5yzkDYWtYG0RXJ_JCW-0m5c07Ht7JrjmQcuwtBqDOE5ymGteulXPO-FlFf7dauhw2Wc4mMyKAFajfEq1jiQyMhcUmQkGFcfB3UyYBBWpUjGCZ8vqjsTm423glZCm3bbcl6LT3GFO1scjXrj-N0BNkm8ic2o_HFZWHk1qP7pfoxAtIilAQr3ECyzzLsF3W0neWTIHv3HJRlfZ5tmrXtkOCJs6kV0ic3qzADp6NHSeHisgMPOPddQIdqVDaFNATCVgRR4ExXGg_SU0bqJrzmsz6dXf3c-0cHG8D8RbGLtRe223u59AwRcQgNNeDuh9rZuIa7et2ICL5402cho7Ho_rG_4iXK31YaOE8jDdQJuetqRNaH8_2clgVbtuVuJHsJHFbcmrse4RSezWSspR4S3fHiV4_l6KWZ93njeJVWwPILw84xInPdRjPpa9b81KahRDCBYDNKIWrxkDnV7KxHSnIxHY6FaTPWgYY2rDpwnF6CnPE7cn8kYzZ2i3g6CmNCvkyRNgNFPVIzQL34e_lZN0F34COIdrUJBE60rZu7fVYpoH2MLKu1sv0RFvWHQKew==&p=7&fvj=0&vjs=3"
"69",68,"Data Analist Advertising","Bol.com","Utrecht","7 dagen geleden","2021-03-05","Samen met drie directe collega’s (data analyst, data engineer, product owner), onze advertising en data analytics community, bedenk, bouw en own je oplossingen…","","https://nl.indeed.com/rc/clk?jk=931e0aa4fee6b638&fccid=38c84708b80970a7&vjs=3"
"70",69,"Data Analist","MS Mode","Diemen","Meer dan 30 dagen geleden","2021-03-05","Helpt de business bij het oplossen van complexe vraagstukken door middel van data analyse en data modellering;
De retailmarkt is enorm in beweging.","","https://nl.indeed.com/rc/clk?jk=a3fe302dc8513bc9&fccid=db524ffbf50c4ed1&vjs=3"
"71",70,"Data analist","YoungCapital","Bleiswijk","14 dagen geleden","2021-03-05","Solliciteer direct voor fulltime data analist voor HelloFresh in Bleiswijk!
Solliciteer direct voor een functie als fulltime data analist voor HelloFresh in…","€11 - €15 per uur","https://nl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bg_L2H-lAoJFNSE4bMvzrpZaP2mwQX2r5dcZkSbbmrISPNljAUciYF2pWQ_jhLfCz0W0Qk7x7-f_KyVTjs2k60VS2V2nKxaGFQdU3ywTQeKxK_eCsxgHN0OvJqV1bUPeFEugFMUBxEG46owh9wbhixa48y-sYFHcpguUErSSfCbqXSly23fQPlKqPio68yy0yne7Sjbil0L5SjbYSYqJr-UFZOwatkchEZjLhEEE7FqZJ5fWuDWKMJwzckmI8oLtibxhLHty3Isf6NKCi4T9MIswqeRGlo3mGLKTrVOG5Q_6VTqWRhozGjyCAyiJRTpQTlaFqNHzFU2vp-yL36dK1uRPeuxQTKuNyU7in2STdf-2zIi3srZdarlyEEQLZi1gdFNHTWuRZQtLKarxR9QUfJVntHx3mDGwfoPw-CvjXI0gNZ2Ijtxi-WUmDSp3GurqokLpvT8wZtzyXVG0-CMbS6tSaQAf-KdUonV9DLyTmMAC5XZFifabSZVUcIfrgJHEdcvOFqyKah_S6pIwDhVi6gbwtAzsNyxCWdeUrC9Px-XdJ-2tYyvLXEvDscMybnJrA1Bm7O3tqX3GCVTox1BAkNwjrEvvt4kw8if8iTp_pxRrmkVH58Rv_O3yWbIMCSZI9nA48NC7kNvShGJ65-Bgvb_bawHQq_1lQRoacbbk7gV0ExXmOabmtOW1R4A9QqVDlaNOFxmHb4D0ZH7rumliWLMpnH-ACW2UP4ugkeu3Js4yPtqCgNPZCOjUM19jo7Z2RAiWmT22l7d63aMHrP8Aei7uFDz-xjbXx45oKcR542WKRWYcY83xcvAym_7MBV8MgTNn_lkT0zC0IvQ52UhK3pzXn5s8y_5invbCXDaUV70EDqvLIKaJGr&p=10&fvj=0&vjs=3"
"72",71,"Data Analist","Euroradar","Hardinxveld-Giessendam","9 dagen geleden","2021-03-05","Ter ondersteuning van het team grondradardetectie zijn we op zoek naar een grondradar operator/ data analist.
De verhouding tussen buiten- en binnenwerk ligt op…","","https://nl.indeed.com/rc/clk?jk=b768df06f7e13da9&fccid=c331aa08fb6ce5d5&vjs=3"
"73",72,"Data Analist Partner Happiness","Bol.com","Utrecht","Meer dan 30 dagen geleden","2021-03-05","Je initieert verbeteringen om data beter inzichtelijk en gebruiksvriendelijker te maken.
Bovendien dient de Partner Service operatie data-gedreven aangestuurd…","€3.500 - €4.500 per maand","https://nl.indeed.com/rc/clk?jk=b264dfefe3635128&fccid=38c84708b80970a7&vjs=3"
"74",73,"Helpdeskmedewerker ICT/ data-analist","Eljakim IT bv","Utrecht","Meer dan 30 dagen geleden","2021-03-05","Ben je analytisch sterk, leergierig en technisch onderlegd én heb je affiniteit met ICT?
Eljakim IT bv is per direct op zoek naar een helpdesk medewerker (m/v).…","","https://nl.indeed.com/company/Eljakim-IT/jobs/Helpdeskmedewerker-Ict-52debe4f9f9d522d?fccid=48bcd8c3d17c7759&vjs=3"
"75",74,"Data Analist","Isatis Group BV","Nijmegen","Meer dan 30 dagen geleden","2021-03-05","Zo is ons data landschap de afgelopen jaren flink gegroeid en verder geprofessionaliseerd door o.a. het inrichten van een data warehouse.","","https://nl.indeed.com/rc/clk?jk=34861db3a02a3bf8&fccid=6eff9f8e01e8f0fa&vjs=3"
"76",75,"Data Analyst","Luscii","Werk van thuis","27 dagen geleden","2021-03-05","You will be the ambassador of Luscii to make more data driven decisions and bring us to the next data level!
You'll impact Luscii by structurally improving our…","","https://nl.indeed.com/rc/clk?jk=b192ceb6acd30b08&fccid=b9bb04db15171be3&vjs=3"
